Όνομα;Χονδρική τιμή (€);Περιγραφή;Τύπος;Περιοχή;Χαρακτηριστικά;Εταιρία;Φωτογραφία;Κωδικός;Barcode (EAN);SPF;Συσκευασία
Korres Yoghurt Face/Eye SPF50 50ml +Yoghurt δώρο +τσάντα;13,68;Από τη γραμμή αντηλιακών Korres με βιοενεργά συστατικά όπως Γιαούρτι, Κόκκινο Αμπέλι & Αιγαίο Bronze. Πολύ υψηλή αντηλιακή προστασία (SPF 50) ενάντια σε UVB και UVA ακτινοβολία. Συσκευασία 50ml.;;Πρόσωπο, Μάτια;;Korres;sunscreens/korres-yoghurt-face-eye-spf50-50ml-yoghurt-5203069136269.jpg;2200041322;5203069136269;50;50ml
Korres Red Grape Cream κατά Ρυτίδων-Πανάδων SPF50 Glow;16,07;Από τη γραμμή αντηλιακών Korres με βιοενεργά συστατικά όπως Γιαούρτι, Κόκκινο Αμπέλι & Αιγαίο Bronze. Πολύ υψηλή αντηλιακή προστασία (SPF 50) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή κρέμα. Δράση κατά της φωτογήρανσης και των ρυτίδων. Στοχευμένη δράση κατά των πανάδων και των δυσχρωμιών.;Κρέμα;;Anti-Aging, Κατά πανάδων;Korres;sunscreens/korres-red-grape-cream-spf50-glow-5203069113253.jpg;2200042798;5203069113253;50;
Korres Yoghurt Face Cream SPF30 50ml;13,44;Από τη γραμμή αντηλιακών Korres με βιοενεργά συστατικά όπως Γιαούρτι, Κόκκινο Αμπέλι & Αιγαίο Bronze. Υψηλή αντηλιακή προστασία (SPF 30). Σε υφή κρέμα, συσκευασία 50ml.;Κρέμα;Πρόσωπο;;Korres;sunscreens/korres-yoghurt-face-cream-spf30-50ml-5203069126437.jpg;2200042202;5203069126437;30;50ml
Korres Yoghurt Kids Emulsion SPF50 200ml;14,87;Από τη γραμμή αντηλιακών Korres με βιοενεργά συστατικά όπως Γιαούρτι, Κόκκινο Αμπέλι & Αιγαίο Bronze. Πολύ υψηλή αντηλιακή προστασία (SPF 50) ενάντια σε UVB και UVA ακτινοβολία. Συσκευασία 200ml. Κατάλληλο για παιδιά.;;;Παιδικό;Korres;sunscreens/korres-yoghurt-kids-emulsion-spf50-200ml-5203069126468.jpg;2200042219;5203069126468;50;200ml
Korres Yoghurt Face Cream Tinted SPF50 +Yoghurt δώρο +τσάντα;13,68;Από τη γραμμή αντηλιακών Korres με βιοενεργά συστατικά όπως Γιαούρτι, Κόκκινο Αμπέλι & Αιγαίο Bronze. Πολύ υψηλή αντηλιακή προστασία (SPF 50) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή κρέμα. Με χρωματισμό για ενιαία όψη.;Κρέμα;Πρόσωπο;Με χρώμα;Korres;sunscreens/korres-yoghurt-face-cream-tinted-spf50-yoghurt-5203069140723.jpg;2200041327;5203069140723;50;
Korres Tinted Cream SPF30 50ml +Foam Cleanser δώρο;12,60;Από τη γραμμή αντηλιακών Korres με βιοενεργά συστατικά όπως Γιαούρτι, Κόκκινο Αμπέλι & Αιγαίο Bronze. Υψηλή αντηλιακή προστασία (SPF 30). Σε υφή κρέμα, συσκευασία 50ml. Με χρωματισμό για ενιαία όψη.;Κρέμα;;Με χρώμα;Korres;sunscreens/korres-tinted-cream-spf30-50ml-foam-cleanser-5203069129162.jpg;2200042153;5203069129162;30;50ml
Korres Aegean Bronze Oil Προσώπου & Σώματος SPF10 150ml;14,04;Από τη γραμμή αντηλιακών Korres με βιοενεργά συστατικά όπως Γιαούρτι, Κόκκινο Αμπέλι & Αιγαίο Bronze. Αντηλιακή προστασία SPF 10. Σε υφή λάδι, συσκευασία 150ml.;Λάδι;Πρόσωπο & Σώμα;;Korres;sunscreens/korres-aegean-bronze-oil-spf10-150ml-5203069133640.webp;2200041345;5203069133640;10;150ml
Korres Yoghurt Face Tinted SPF30 50ml;13,44;Από τη γραμμή αντηλιακών Korres με βιοενεργά συστατικά όπως Γιαούρτι, Κόκκινο Αμπέλι & Αιγαίο Bronze. Υψηλή αντηλιακή προστασία (SPF 30). Συσκευασία 50ml. Με χρωματισμό για ενιαία όψη.;;Πρόσωπο;Με χρώμα;Korres;sunscreens/korres-yoghurt-face-tinted-spf30-50ml-5203069126451.webp;2200042206;5203069126451;30;50ml
Korres Aegean Bronze Oil Προσώπου & Σώματος SPF20 150ml;14,28;Από τη γραμμή αντηλιακών Korres με βιοενεργά συστατικά όπως Γιαούρτι, Κόκκινο Αμπέλι & Αιγαίο Bronze. Αντηλιακή προστασία SPF 20. Σε υφή λάδι, συσκευασία 150ml.;Λάδι;Πρόσωπο & Σώμα;;Korres;sunscreens/korres-aegean-bronze-oil-spf20-150ml-5203069133657.jpg;2200041348;5203069133657;20;150ml
Korres Yoghurt Spray Kids SPF50 150ml;14,87;Από τη γραμμή αντηλιακών Korres με βιοενεργά συστατικά όπως Γιαούρτι, Κόκκινο Αμπέλι & Αιγαίο Bronze. Πολύ υψηλή αντηλιακή προστασία (SPF 50) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή spray, συσκευασία 150ml. Κατάλληλο για παιδιά.;Spray;;Παιδικό;Korres;sunscreens/korres-yoghurt-spray-kids-spf50-150ml-5203069126475.jpg;2200041342;5203069126475;50;150ml
Korres Coconut + Almond Emulsion Baby SPF30 100ml;14,87;Από τη γραμμή αντηλιακών Korres με βιοενεργά συστατικά όπως Γιαούρτι, Κόκκινο Αμπέλι & Αιγαίο Bronze. Υψηλή αντηλιακή προστασία (SPF 30). Συσκευασία 100ml. Κατάλληλο για παιδιά.;;;Παιδικό;Korres;sunscreens/korres-coconut-almond-emulsion-baby-spf30-100ml-5203069090073.jpg;2200042770;5203069090073;30;100ml
Korres Sun Cream SPF50+ Anti-Aging + Anti-Spot +δώρο +νεσεσέρ;16,07;Από τη γραμμή αντηλιακών Korres με βιοενεργά συστατικά όπως Γιαούρτι, Κόκκινο Αμπέλι & Αιγαίο Bronze. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή κρέμα. Στοχευμένη δράση κατά των πανάδων και των δυσχρωμιών.;Κρέμα;;Κατά πανάδων;Korres;sunscreens/korres-sun-cream-spf50-anti-aging-anti-spot-5203069141058.jpg;2200041374;5203069141058;50+;
Korres Red Grape Face Cream Tinted SPF50 50ml +δώρο +τσάντα;16,07;Από τη γραμμή αντηλιακών Korres με βιοενεργά συστατικά όπως Γιαούρτι, Κόκκινο Αμπέλι & Αιγαίο Bronze. Πολύ υψηλή αντηλιακή προστασία (SPF 50) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή κρέμα, συσκευασία 50ml. Με χρωματισμό για ενιαία όψη.;Κρέμα;Πρόσωπο;Με χρώμα;Korres;sunscreens/korres-red-grape-face-cream-tinted-spf50-50ml-5203069136214.jpg;2200041380;5203069136214;50;50ml
Korres Yoghurt Spray Προσώπου & Σώματος Sensitive SPF50+ 150ml;14,87;Από τη γραμμή αντηλιακών Korres με βιοενεργά συστατικά όπως Γιαούρτι, Κόκκινο Αμπέλι & Αιγαίο Bronze. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή spray, συσκευασία 150ml. Ειδικά για ευαίσθητο δέρμα.;Spray;Πρόσωπο & Σώμα;Ευαίσθητο δέρμα;Korres;sunscreens/korres-yoghurt-spray-sensitive-spf50-150ml-5203069134128.jpg;2200041333;5203069134128;50+;150ml
Korres Yoghurt Face Cream Sensitive Tinted SPF30 50ml;13,44;Από τη γραμμή αντηλιακών Korres με βιοενεργά συστατικά όπως Γιαούρτι, Κόκκινο Αμπέλι & Αιγαίο Bronze. Υψηλή αντηλιακή προστασία (SPF 30). Σε υφή κρέμα, συσκευασία 50ml. Ειδικά για ευαίσθητο δέρμα. Με χρωματισμό για ενιαία όψη.;Κρέμα;Πρόσωπο;Ευαίσθητο δέρμα, Με χρώμα;Korres;sunscreens/korres-yoghurt-face-cream-sensitive-tinted-spf30-50ml-5203069133633.jpg;2200041336;5203069133633;30;50ml
Korres Yoghurt Face Cream Sensitive SPF30 50ml;13,44;Από τη γραμμή αντηλιακών Korres με βιοενεργά συστατικά όπως Γιαούρτι, Κόκκινο Αμπέλι & Αιγαίο Bronze. Υψηλή αντηλιακή προστασία (SPF 30). Σε υφή κρέμα, συσκευασία 50ml. Ειδικά για ευαίσθητο δέρμα.;Κρέμα;Πρόσωπο;Ευαίσθητο δέρμα;Korres;sunscreens/korres-yoghurt-face-cream-sensitive-spf30-50ml-5203069133596.jpg;2200041339;5203069133596;30;50ml
Korres Yoghurt Face Tinted SPF50 50ml;13,68;Από τη γραμμή αντηλιακών Korres με βιοενεργά συστατικά όπως Γιαούρτι, Κόκκινο Αμπέλι & Αιγαίο Bronze. Πολύ υψηλή αντηλιακή προστασία (SPF 50) ενάντια σε UVB και UVA ακτινοβολία. Συσκευασία 50ml. Με χρωματισμό για ενιαία όψη.;;Πρόσωπο;Με χρώμα;Korres;sunscreens/korres-yoghurt-face-tinted-spf50-50ml-5203069133626.jpg;2200042147;5203069133626;50;50ml
Korres Yoghurt Προσώπου & Σώματος Spray Sensitive SPF30 150ml;14,64;Από τη γραμμή αντηλιακών Korres με βιοενεργά συστατικά όπως Γιαούρτι, Κόκκινο Αμπέλι & Αιγαίο Bronze. Υψηλή αντηλιακή προστασία (SPF 30). Σε υφή spray, συσκευασία 150ml. Ειδικά για ευαίσθητο δέρμα.;Spray;Πρόσωπο & Σώμα;Ευαίσθητο δέρμα;Korres;sunscreens/korres-yoghurt-spray-sensitive-spf30-150ml-5203069133619.jpg;2200042215;5203069133619;30;150ml
Korres Yoghurt Προσώπου & Σώματος Emulsion Sensitive SPF30 200ml;14,64;Από τη γραμμή αντηλιακών Korres με βιοενεργά συστατικά όπως Γιαούρτι, Κόκκινο Αμπέλι & Αιγαίο Bronze. Υψηλή αντηλιακή προστασία (SPF 30). Συσκευασία 200ml. Ειδικά για ευαίσθητο δέρμα.;;Πρόσωπο & Σώμα;Ευαίσθητο δέρμα;Korres;sunscreens/korres-yoghurt-emulsion-sensitive-spf30-200ml-5203069133602.jpg;2200042234;5203069133602;30;200ml
Korres Yoghurt Set Spray/Emulsion SPF50+ 150ml + Aftersun Spray 50ml;15,23;Από τη γραμμή αντηλιακών Korres με βιοενεργά συστατικά όπως Γιαούρτι, Κόκκινο Αμπέλι & Αιγαίο Bronze. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή spray, συσκευασία 150ml.;Spray;;;Korres;sunscreens/korres-yoghurt-set-spray-emulsion-spf50-150ml-aftersun-spray-50ml-5203069140754.jpg;2200049791;5203069140754;50+;150ml
Korres Yoghurt Cream Face/Eye SPF50 50ml +δώρο serum +νεσεσέρ;14,28;Από τη γραμμή αντηλιακών Korres με βιοενεργά συστατικά όπως Γιαούρτι, Κόκκινο Αμπέλι & Αιγαίο Bronze. Πολύ υψηλή αντηλιακή προστασία (SPF 50) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή κρέμα / serum, συσκευασία 50ml.;Κρέμα, Serum;Πρόσωπο, Μάτια;;Korres;sunscreens/korres-yoghurt-cream-face-eye-spf50-50ml-serum-5203069140709.jpg;2200049792;5203069140709;50;50ml
Korres Aegean Bronze Spray Προσώπου & Σώματος SPF50 150ml;15,23;Από τη γραμμή αντηλιακών Korres με βιοενεργά συστατικά όπως Γιαούρτι, Κόκκινο Αμπέλι & Αιγαίο Bronze. Πολύ υψηλή αντηλιακή προστασία (SPF 50) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή spray, συσκευασία 150ml.;Spray;Πρόσωπο & Σώμα;;Korres;sunscreens/korres-aegean-bronze-spray-spf50-150ml-5203069139543.webp;2200049790;5203069139543;50;150ml
Korres Yoghurt Face SPF30 50ml + Foam Cleanser δώρο;13,68;Από τη γραμμή αντηλιακών Korres με βιοενεργά συστατικά όπως Γιαούρτι, Κόκκινο Αμπέλι & Αιγαίο Bronze. Υψηλή αντηλιακή προστασία (SPF 30). Συσκευασία 50ml.;;Πρόσωπο;;Korres;sunscreens/korres-yoghurt-face-spf30-50ml-foam-cleanser-5203069140730.jpg;2200042231;5203069140730;30;50ml
CeraVe Sunscreen Fluid Dry Touch SPF50+ 50ml;13,15;Από τη CeraVe, με 3 βασικά κεραμίδια & υαλουρονικό για ενίσχυση του δερματικού φραγμού. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή fluid, συσκευασία 50ml. Λεπτόρρευστη υφή Dry Touch.;Fluid;;Dry Touch;CeraVe;sunscreens/cerave-hydrating-sunscreen-crv-oil-control-sun-spf50-50ml-enfr-3337875945622.jpg;2200049727;3337875945622;50+;50ml
CeraVe Sunscreen Fluid Hydrating SPF50 50ml;13,15;Από τη CeraVe, με 3 βασικά κεραμίδια & υαλουρονικό για ενίσχυση του δερματικού φραγμού. Πολύ υψηλή αντηλιακή προστασία (SPF 50) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή fluid, συσκευασία 50ml.;Fluid;;;CeraVe;sunscreens/cerave-hydrating-sunscreen-crv-hydra-face-sun-spf50-50ml-enfr-3337875945660.webp;2200049730;3337875945660;50;50ml
CeraVe Sunscreen Lait Hydrating Προσώπου & Σώματος SPF30 177ml;12,56;Από τη CeraVe, με 3 βασικά κεραμίδια & υαλουρονικό για ενίσχυση του δερματικού φραγμού. Υψηλή αντηλιακή προστασία (SPF 30). Σε υφή γαλάκτωμα, συσκευασία 177ml.;Γαλάκτωμα;Πρόσωπο & Σώμα;;CeraVe;sunscreens/cerave-hydrating-sunscreen-crv-hydra-sunscreen-sp30-177ml-enfr-3337875945790.jpg;2200049731;3337875945790;30;177ml
CeraVe Sunscreen Lait Hydrating Προσώπου & Σώματος SPF50+ 177ml;12,56;Από τη CeraVe, με 3 βασικά κεραμίδια & υαλουρονικό για ενίσχυση του δερματικού φραγμού. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή γαλάκτωμα, συσκευασία 177ml.;Γαλάκτωμα;Πρόσωπο & Σώμα;;CeraVe;sunscreens/cerave-hydrating-sunscreen-crv-hydra-sunscreen-sp50-177ml-enfr-3337875945738.webp;2200049732;3337875945738;50+;177ml
CeraVe Sunscreen Lait Hydrating Προσώπου & Σώματος SPF30 75ml;8,77;Από τη CeraVe, με 3 βασικά κεραμίδια & υαλουρονικό για ενίσχυση του δερματικού φραγμού. Υψηλή αντηλιακή προστασία (SPF 30). Σε υφή γαλάκτωμα, συσκευασία 75ml.;Γαλάκτωμα;Πρόσωπο & Σώμα;;CeraVe;sunscreens/cerave-hydrating-sunscreen-crv-hydra-sunscreen-spf30-75ml-enfr-3337875945820.jpg;2200049728;3337875945820;30;75ml
